process_name,lifecycle_stage,category_path,location,unit,ref_flow,description,material_tags,semantic_text,Agricultural land occupation,Climate change,Fossil depletion,Freshwater ecotoxicity,Freshwater eutrophication,Human toxicity,Ionising radiation,Marine ecotoxicity,Marine eutrophication,Metal depletion,Natural land transformation,Ozone depletion,Particulate matter formation,Photochemical oxidant formation,Terrestrial acidification,Terrestrial ecotoxicity,Urban land occupation,Water depletion
"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,AT,MJ,process steam from heavy fuel oil,,other,"Process: Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: AT | Materials: other | Unit: 1 MJ | Reference Flow: process steam from heavy fuel oil | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0025 | Particulate matter formation: 0.0001 | Terrestrial acidification: 0.0001 | Climate change: 0.1047 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.0001 | Metal depletion: 0.0 | Freshwater eutrophication: 0.0",0.0,0.10468486,0.0,4.93e-06,4e-07,0.00249062,7.472e-05,3.794e-05,3.1e-06,4.297e-05,0.0,0.0,5.211e-05,8.219e-05,0.00014781,2.45e-06,0.0,2.24e-06
"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,SK,MJ,process steam,,other,"Process: Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: SK | Materials: other | Unit: 1 MJ | Reference Flow: process steam | Description:  | Water depletion: 0.0001 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0002 | Marine eutrophication: 0.0 | Human toxicity: 0.0098 | Particulate matter formation: 0.0002 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0008 | Climate change: 0.1055 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0002 | Ionising radiation: 0.0003 | Metal depletion: 0.0001 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",1.141e-05,0.10549974,0.0,1.082e-05,2e-08,0.00976357,0.00025976,0.00015702,7.53e-06,0.00012695,-7e-08,0.0,0.00019445,0.00024876,0.00075228,1.382e-05,1.711e-05,5.865e-05
"Process steam from natural gas, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,EU-27,MJ,process steam from natural gas,,natural gas,"Process: Process steam from natural gas, consumption mix, at plant, heat plant, MJ | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: EU-27 | Materials: natural gas | Unit: 1 MJ | Reference Flow: process steam from natural gas | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0002 | Particulate matter formation: 0.0 | Terrestrial acidification: 0.0001 | Climate change: 0.0735 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.0002 | Metal depletion: 0.0001 | Freshwater eutrophication: 0.0",0.0,0.07345594,0.0,1.77e-06,4.7e-07,0.00020908,0.00020403,2.6e-06,4.19e-06,5.425e-05,0.0,0.0,3.219e-05,0.00011734,9.62e-05,1.3e-07,0.0,2.93e-06
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,MT,MJ,Electricity,,other,"Process: Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV | Category: Energy carriers and technologies > Electricity | Lifecycle Stage: Product-as-a-Service | Location: MT | Materials: other | Unit: 1 MJ | Reference Flow: Electricity | Description:  | Water depletion: 0.0023 | Freshwater ecotoxicity: 0.0001 | Marine ecotoxicity: 0.0006 | Marine eutrophication: 0.0001 | Human toxicity: 0.021 | Particulate matter formation: 0.0023 | Urban land occupation: 0.0001 | Agricultural land occupation: 0.0001 | Terrestrial acidification: 0.0085 | Climate change: 1.1547 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0038 | Ionising radiation: 0.0008 | Metal depletion: 0.0005 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",5.7e-05,1.15474738,0.0,5.069e-05,2.1e-07,0.02095136,0.00078288,0.00064587,0.00012474,0.00053726,-2.7e-07,0.0,0.00227701,0.0038402,0.00845092,2.276e-05,8.551e-05,0.00225661
"Nylon 66 GF 30 compound (PA 66 GF 30), production mix, at plant",Raw Materials,Materials production > Plastics,RER,kg,nylon 66 GF 30 compound (PA 66 GF 30),,other,"Process: Nylon 66 GF 30 compound (PA 66 GF 30), production mix, at plant | Category: Materials production > Plastics | Lifecycle Stage: Raw Materials | Location: RER | Materials: other | Unit: 1 kg | Reference Flow: nylon 66 GF 30 compound (PA 66 GF 30) | Description:  | Water depletion: 0.4241 | Freshwater ecotoxicity: 0.003 | Marine ecotoxicity: 0.0028 | Marine eutrophication: 0.0065 | Human toxicity: 0.0072 | Particulate matter formation: 0.0091 | Terrestrial acidification: 0.0226 | Climate change: 7.1542 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0163 | Metal depletion: 0.0008 | Freshwater eutrophication: 0.0001",0.0,7.1542288,0.0,0.00299896,0.00011132,0.00724934,0.0,0.00280875,0.00646749,0.00077723,0.0,0.0,0.0091219,0.01625307,0.02264944,1.003e-05,0.0,0.42410235
"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,FR,MJ,process steam from heavy fuel oil,,other,"Process: Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: FR | Materials: other | Unit: 1 MJ | Reference Flow: process steam from heavy fuel oil | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0001 | Marine eutrophication: 0.0 | Human toxicity: 0.0035 | Particulate matter formation: 0.0002 | Terrestrial acidification: 0.0008 | Climate change: 0.0991 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0002 | Ionising radiation: 0.0008 | Metal depletion: 0.0 | Freshwater eutrophication: 0.0",0.0,0.0990886,0.0,5.96e-06,2.8e-07,0.00354235,0.00080699,7.459e-05,7.82e-06,2.305e-05,0.0,0.0,0.00018919,0.00023917,0.00077287,4.63e-06,0.0,8.38e-06
"Electricity Mix, consumption mix, at consumer, AC, 230V",Product-as-a-Service,Energy carriers and technologies > Electricity,RO,MJ,electricity mix,,other,"Process: Electricity Mix, consumption mix, at consumer, AC, 230V | Category: Energy carriers and technologies > Electricity | Lifecycle Stage: Product-as-a-Service | Location: RO | Materials: other | Unit: 1 MJ | Reference Flow: electricity mix | Description:  | Water depletion: 0.0012 | Freshwater ecotoxicity: 0.0001 | Marine ecotoxicity: 0.0005 | Ozone depletion: 0.0 | Marine eutrophication: 0.0001 | Human toxicity: 0.0734 | Particulate matter formation: 0.0053 | Terrestrial acidification: 0.018 | Climate change: 1.1049 | Terrestrial ecotoxicity: 0.0001 | Photochemical oxidant formation: 0.0043 | Ionising radiation: 0.0576 | Metal depletion: 0.0003 | Freshwater eutrophication: 0.0",0.0,1.10486792,0.0,9.167e-05,1.06e-06,0.07336646,0.05755313,0.00047358,0.00011392,0.00033774,0.0,5e-08,0.00528823,0.00430681,0.01803458,5.749e-05,0.0,0.0011998
"Process steam from natural gas 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,GB,MJ,process steam,,natural gas,"Process: Process steam from natural gas 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: GB | Materials: natural gas | Unit: 1 MJ | Reference Flow: process steam | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0001 | Particulate matter formation: 0.0 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0 | Climate change: 0.0711 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.0 | Metal depletion: 0.0 | Natural land transformation: -0.0",3.08e-06,0.07107171,0.0,2.1e-07,0.0,6.623e-05,4.797e-05,1.57e-06,1.92e-06,3.647e-05,-2e-08,0.0,1.332e-05,5.222e-05,3.392e-05,2e-08,4.63e-06,4.18e-06
"Process steam from natural gas 90%, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,LT,MJ,process steam,,natural gas,"Process: Process steam from natural gas 90%, consumption mix, at power plant, heat plant, MJ, 90 % efficiency | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: LT | Materials: natural gas | Unit: 1 MJ | Reference Flow: process steam | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0003 | Particulate matter formation: 0.0 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0001 | Climate change: 0.0776 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.0003 | Metal depletion: 0.0001 | Natural land transformation: -0.0",1.016e-05,0.07762202,0.0,3.07e-06,0.0,0.00027961,0.00030533,3.13e-06,3.57e-06,0.00011591,-5e-08,0.0,2.585e-05,0.000101,7.375e-05,7e-08,1.523e-05,4.864e-05
"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,SK,MJ,process steam from heavy fuel oil,,other,"Process: Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: SK | Materials: other | Unit: 1 MJ | Reference Flow: process steam from heavy fuel oil | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0002 | Marine eutrophication: 0.0 | Human toxicity: 0.0114 | Particulate matter formation: 0.0002 | Terrestrial acidification: 0.0007 | Climate change: 0.1008 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0003 | Ionising radiation: 0.0004 | Metal depletion: 0.0001 | Freshwater eutrophication: 0.0",0.0,0.10076872,0.0,1.103e-05,1.11e-06,0.0114365,0.00042415,0.00016975,9.5e-06,6.902e-05,0.0,0.0,0.00019813,0.00029737,0.00074897,1.429e-05,0.0,7.14e-06
"Process steam from natural gas 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,FR,MJ,process steam,,natural gas,"Process: Process steam from natural gas 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: FR | Materials: natural gas | Unit: 1 MJ | Reference Flow: process steam | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0001 | Particulate matter formation: 0.0 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0001 | Climate change: 0.0817 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.0004 | Metal depletion: 0.0001 | Natural land transformation: -0.0",4.4e-06,0.08168478,0.0,1.21e-06,0.0,0.00011889,0.00042691,1.85e-06,3.28e-06,5.628e-05,-2e-08,0.0,2.499e-05,0.00010483,6.786e-05,6e-08,6.6e-06,2.968e-05
"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,ES,MJ,electricity mix,,other,"Process: Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV | Category: Energy carriers and technologies > Electricity | Lifecycle Stage: Product-as-a-Service | Location: ES | Materials: other | Unit: 1 MJ | Reference Flow: electricity mix | Description:  | Water depletion: 0.0015 | Freshwater ecotoxicity: 0.0001 | Marine ecotoxicity: 0.0001 | Ozone depletion: 0.0 | Marine eutrophication: 0.0001 | Human toxicity: 0.0177 | Particulate matter formation: 0.0012 | Terrestrial acidification: 0.0043 | Climate change: 0.638 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0018 | Ionising radiation: 0.1359 | Metal depletion: 0.0002 | Freshwater eutrophication: 0.0",0.0,0.63797065,0.0,0.00014484,4.8e-07,0.01767727,0.13594752,0.00011863,5.997e-05,0.00021263,0.0,1.1e-07,0.00118451,0.00181922,0.00426539,1.26e-05,0.0,0.00152849
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,BG,MJ,Electricity,,other,"Process: Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV | Category: Energy carriers and technologies > Electricity | Lifecycle Stage: Product-as-a-Service | Location: BG | Materials: other | Unit: 1 MJ | Reference Flow: Electricity | Description:  | Water depletion: 0.0049 | Freshwater ecotoxicity: 0.0002 | Marine ecotoxicity: 0.0001 | Marine eutrophication: 0.0001 | Human toxicity: 0.0277 | Particulate matter formation: 0.0038 | Urban land occupation: 0.0002 | Agricultural land occupation: 0.0001 | Terrestrial acidification: 0.0161 | Climate change: 0.6657 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0026 | Ionising radiation: 0.0997 | Metal depletion: 0.001 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",0.0001409,0.66571134,0.0,0.00015361,2e-08,0.02765274,0.09971817,0.00013438,5.644e-05,0.00101295,-2.445e-05,0.0,0.0038352,0.00256224,0.01611952,1.974e-05,0.00021135,0.00492819
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,IE,MJ,Electricity,,other,"Process: Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV | Category: Energy carriers and technologies > Electricity | Lifecycle Stage: Product-as-a-Service | Location: IE | Materials: other | Unit: 1 MJ | Reference Flow: Electricity | Description:  | Water depletion: 0.0016 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0001 | Marine eutrophication: 0.0 | Human toxicity: 0.0053 | Particulate matter formation: 0.0005 | Urban land occupation: 0.0002 | Agricultural land occupation: 0.0001 | Terrestrial acidification: 0.0016 | Climate change: 0.5756 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0012 | Ionising radiation: 0.0016 | Metal depletion: 0.0004 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",0.00011898,0.57557358,0.0,9.41e-06,2e-08,0.00532197,0.00156036,7.158e-05,4.372e-05,0.00038068,-2.6e-06,0.0,0.00048988,0.00120287,0.00158881,5.75e-06,0.00017847,0.00160426
"Propene (Propylene), production mix, at plant, from steam cracking, gaseous",Product-as-a-Service,Materials production > Organic chemicals,EU-27,kg,propene (propylene),,other,"Process: Propene (Propylene), production mix, at plant, from steam cracking, gaseous | Category: Materials production > Organic chemicals | Lifecycle Stage: Product-as-a-Service | Location: EU-27 | Materials: other | Unit: 1 kg | Reference Flow: propene (propylene) | Description:  | Water depletion: 0.0005 | Freshwater ecotoxicity: 0.0002 | Marine ecotoxicity: 0.0009 | Ozone depletion: 0.0 | Marine eutrophication: 0.0001 | Human toxicity: 0.0163 | Particulate matter formation: 0.001 | Terrestrial acidification: 0.0036 | Climate change: 1.3504 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0034 | Ionising radiation: 0.0306 | Metal depletion: 0.0017 | Freshwater eutrophication: 0.0",0.0,1.35042566,0.0,0.00023177,1.701e-05,0.01630373,0.03057446,0.00091244,0.00012158,0.0017311,0.0,3e-08,0.00102178,0.00339898,0.00360523,1.402e-05,0.0,0.00049298
"Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,AT,MJ,Electricity,,other,"Process: Electricity grid mix 1kV-60kV, consumption mix, at consumer, AC, 1kV - 60kV | Category: Energy carriers and technologies > Electricity | Lifecycle Stage: Product-as-a-Service | Location: AT | Materials: other | Unit: 1 MJ | Reference Flow: Electricity | Description:  | Water depletion: 0.003 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0075 | Particulate matter formation: 0.0002 | Urban land occupation: 0.0001 | Agricultural land occupation: 0.0001 | Terrestrial acidification: 0.0007 | Climate change: 0.3426 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0005 | Ionising radiation: 0.0209 | Metal depletion: 0.006 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",5.076e-05,0.34258298,0.0,4.554e-05,1e-08,0.00751056,0.0208752,3.789e-05,2.028e-05,0.00595726,-5.39e-06,0.0,0.0002184,0.00052371,0.00072118,2.84e-06,7.615e-05,0.00298987
